loss,iou_metric,val_loss,val_iou_metric
1.1293416023254395,0.4369955062866211,0.7197701930999756,0.46951737999916077
0.6154585480690002,0.48227688670158386,0.5450149178504944,0.494636595249176
0.4719357192516327,0.5281507968902588,0.4355418384075165,0.5392589569091797
0.3850742280483246,0.5723740458488464,0.368916392326355,0.5785485506057739
0.33167916536331177,0.599388837814331,0.3258855938911438,0.6017011404037476
0.29730144143104553,0.6167486906051636,0.3019924759864807,0.6160535216331482
0.27253615856170654,0.6323371529579163,0.2797839939594269,0.6284569501876831
0.2542603015899658,0.645366907119751,0.2656555771827698,0.6402961611747742
0.23789247870445251,0.6562645435333252,0.2517146170139313,0.6523975133895874
0.22362546622753143,0.6660218834877014,0.24347680807113647,0.660168468952179
0.2137932926416397,0.6733654141426086,0.23245680332183838,0.6671249866485596
0.20635133981704712,0.679728090763092,0.23546352982521057,0.6670759916305542
0.20294879376888275,0.6839081645011902,0.21779972314834595,0.6784725189208984
0.19468972086906433,0.6901274919509888,0.21248841285705566,0.6839615106582642
0.18662859499454498,0.6961981058120728,0.21113689243793488,0.6870613694190979
0.1785857230424881,0.7021480798721313,0.21154199540615082,0.6878268122673035
0.17291975021362305,0.707172155380249,0.2086726874113083,0.69140625
0.16864769160747528,0.7105019688606262,0.21019971370697021,0.6910308003425598
0.16443805396556854,0.7135598063468933,0.2174195945262909,0.6883651614189148
0.16007395088672638,0.7174050807952881,0.2102450132369995,0.6918053030967712
0.15856824815273285,0.7192326784133911,0.20989905297756195,0.6919373869895935
0.157243013381958,0.7210960984230042,0.20938511192798615,0.6917429566383362
0.15588034689426422,0.7235447764396667,0.19523194432258606,0.6975005269050598
0.1505850851535797,0.727036714553833,0.19434544444084167,0.6970775723457336
0.145216166973114,0.7317584753036499,0.19145198166370392,0.7004260420799255
